"","SurveyNumber","FieldNumber","qpcr_a","qpcr_b","qpcr_c","toeclip_extracted","swab_extracted","successful culture?","dayCaptured","monthCaptured","yearCaptured","Taxon","Site","SVL_mm","Mass_g","TissueTaken","Sex","Lifestage","Latitude","Longitude","Elevation_feet","Elevation_m","Locality","Site_name","Capture_time","Comments","picture","max_temp_daily","min_temp_daily","mean_temp_at_hour","mean_rel_humidity_at_hour","max_relative_humidity","min_relative_humidity","max_temp_monthly","min_temp_monthly","bay_area_only","other_permit","ZE_1","ZE_2","ZE_3"
"637",63,"IDR627",0,0,0,NA,"y","n",3,"September",2019,"Pseudacris_regilla","Quail Ridge","21.5","1","swab, toeclip","female","adult",38.51315,-122.14584,1057,322.2,"pond","fordyce_pond","22_44",NA,"DSC0044",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"638",63,"IDR628",0,0,0,NA,"y","n",3,"September",2019,"Pseudacris_regilla","Quail Ridge","23","1","swab, toeclip","male","adult",38.51315,-122.14584,1057,322.2,"pond","fordyce_pond","22_49","legs sort of splayed; brownish throat - possibly male?","DSC0047-0048",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"639",63,"IDR629",0,0,0,NA,"y","n",3,"September",2019,"Pseudacris_regilla","Quail Ridge","23","2","swab, toeclip","female","adult",38.51315,-122.14584,1057,322.2,"pond","fordyce_pond","22_51",NA,"DSC0049-0050",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"640",63,"IDR630",0,0,0,NA,"y","n",3,"September",2019,"Pseudacris_regilla","Quail Ridge","21","0.5","swab, toeclip",NA,"adult",38.51315,-122.14584,1057,322.2,"pond","fordyce_pond","22_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"641",63,"IDR631",0,0,0,NA,"y","n",3,"September",2019,"Pseudacris_regilla","Quail Ridge","22","1.5","swab, toeclip","female","adult",38.51315,-122.14584,1057,322.2,"pond","fordyce_pond","22_53",NA,"DSC0051",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"642",67,"IDR632",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25.5","3","swab, toeclip",NA,"juvenile",38.49519,-122.1006,718,218.8,"stream","cold_creek_cooler_site","20_05",NA,"DSC0129-0134",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"643",67,"IDR633",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25","3.5","swab, toeclip",NA,"juvenile",38.49519,-122.1006,718,218.8,"stream","cold_creek_cooler_site","20_08",NA,"DSC0108-0112",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"644",67,"IDR634",0,0,0.007635,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","27.5","2.5","swab, toeclip",NA,"juvenile",38.49538,-122.1003,700,213.4,"stream","cold_creek_cooler_site","20_16",NA,"DSC0101-0103",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0.6108
"645",67,"IDR635",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25.5","2.5","swab, toeclip",NA,"juvenile",38.49538,-122.1003,700,213.4,"stream","cold_creek_cooler_site","20_17",NA,"DSC0147-0150",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"646",67,"IDR636",0,0,0,NA,"y","n",5,"September",2019,"Pseudacris_regilla","Stebbins","24.5","2","swab, toeclip, culture","female","adult",38.49538,-122.1003,700,213.4,"stream","cold_creek_cooler_site","20_18",NA,"DSC0159-0161",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"647",67,"IDR637",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","29","1.5","swab, toeclip",NA,"juvenile",38.49543,-122.10026,700,213.4,"stream","cold_creek_cooler_site","20_23",NA,"DSC0163-0166",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"648",67,"IDR638",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","26","3","swab, toeclip, culture",NA,"juvenile",38.49544,-122.10016,694,211.5,"stream","cold_creek_cooler_site","20_28",NA,"DSC0188-0191",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"649",67,"IDR639",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25.5","2.5","swab, toeclip",NA,"juvenile",38.49549,-122.10012,692,210.9,"stream","cold_creek_cooler_site","20_33",NA,"DSC0228-0229",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"650",67,"IDR640",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","23.5","2","swab, toeclip",NA,"juvenile",38.49549,-122.10012,692,210.9,"stream","cold_creek_cooler_site","20_35",NA,"DSC0265-0267",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"651",67,"IDR641",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25.5","3","swab, toeclip",NA,"juvenile",38.49557,-122.10008,686,209.1,"stream","cold_creek_cooler_site","20_37",NA,"DSC0284-0287",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"652",67,"IDR642",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","24","1.5","swab, toeclip",NA,"juvenile",38.49554,-122.10004,688,209.7,"stream","cold_creek_cooler_site","20_37",NA,"DSC0301-0302",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"653",67,"IDR643",0,0,0,NA,"y","n",5,"September",2019,"Pseudacris_regilla","Stebbins","21","1","swab, toeclip",NA,"adult",38.49557,-122.10008,686,209.1,"stream","cold_creek_cooler_site","20_40",NA,"DSC0311-0312",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"654",67,"IDR644",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","21.5","1","swab, toeclip",NA,"juvenile",38.4956,-122.10006,687,209.4,"stream","cold_creek_cooler_site","20_41",NA,"DSC0313-0315",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"655",67,"IDR645",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","27","2.5","swab, toeclip",NA,"juvenile",38.49549,-122.10012,692,210.9,"stream","cold_creek_cooler_site","20_45",NA,"DSC0316-0318",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"656",67,"IDR646",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25","2","swab, toeclip",NA,"juvenile",38.49543,-122.10026,700,213.4,"stream","cold_creek_cooler_site","20_50",NA,"DSC0319-0321",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"657",67,"IDR647",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","25.5","2","swab, toeclip",NA,"juvenile",38.49545,-122.10017,695,211.8,"stream","cold_creek_cooler_site","20_55",NA,"DSC0322-0323",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"658",67,"IDR648",0,0,0,NA,"y","n",5,"September",2019,"Rana_boylii","Stebbins","62","36","swab, toeclip, culture","female","adult",38.49545,-122.10017,695,211.8,"stream","cold_creek_cooler_site","20_55","missing yellow on stomach and thighs","DSC0324-0325",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"659",68,"IDR649",0,0,0,NA,"y","n",8,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","90",">100","swab, toeclip, culture","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_37",NA,"DSC0348-0349",23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"660",68,"IDR650",0,0,0,NA,"y","n",8,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","34","6","swab, toeclip",NA,"juvenile",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_41",NA,"DSC0341-0342",23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"661",68,"IDR651",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20.5","1","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_47",NA,NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"662",68,"IDR652",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18","1","swab, toeclip",NA,"juvenile",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_47",NA,NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"663",68,"IDR653",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","21","1","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_51",NA,NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"664",68,"IDR654",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","21.5","1","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","20_57",NA,NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"665",68,"IDR655",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","23","2.5","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","21_00","missing patch of skin on back","DSC0350-0352",23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"666",68,"IDR656",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","1","swab, toeclip",NA,"adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","21_03","check nuptial pads",NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"667",68,"IDR657",0,0,0,NA,"y","n",8,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","81","58.5","swab, toeclip, culture","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","21_07",NA,"DSC0329-0332",23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"668",68,"IDR658",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","1.5","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","21_13",NA,NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"669",68,"IDR659",0,0,0,NA,"y","n",8,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","21","2.5","swab, toeclip","female","adult",37.38964,-121.73273,2353,717.2,"pond","upper_turtle_pond","21_17","missing skin on drink patch",NA,23.5,8.3,NA,NA,96,41,NA,NA,0,NA,"0","0",0
"670",69,"IDR660",0,0,0,NA,"y","n",9,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","18.5","1","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_12","missing skin on drink patch","DSC0398-0400",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"671",69,"IDR661",0,0,0,NA,"y","n",9,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","22","2","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_12",NA,"DSC0411",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"672",69,"IDR662",0,0,0,NA,"y","n",9,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","22","1.5","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_13",NA,"DSC0415-0416",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"673",69,"IDR663",0.035013162,0.028987879,0.072561,NA,"y","n",9,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","119",">100","swab, toeclip, culture","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_17",NA,"DSC0421",22.4,8,NA,NA,95,41,NA,NA,0,NA,"2.801052928","2.319030315",5.80488
"674",69,"IDR664",0,0,0,NA,"y","n",9,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","70","35.5","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_23",NA,"DSC0423-0424",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"675",69,"IDR665",0,0,0,NA,"y","n",9,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","19.5","1","swab, toeclip",NA,"adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_26",NA,"DSC0436-0438",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"676",69,"IDR666",0,0,0,NA,"y","n",9,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","114",">100","swab, toeclip, culture","male","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_38",NA,"DSC0448-0449",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"677",69,"IDR667",0,0,0,NA,"y","n",9,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","18","1","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_39",NA,"DSC0459-0463",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"678",69,"IDR668",0,0,0,NA,"y","n",9,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18.5","1","swab, toeclip",NA,"adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","21_43",NA,"DSC0470-0471",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"679",69,"IDR669",3.819372416,4.516656876,4.98423,NA,"y","n",9,"September",2019,"Anaxyrus_boreas","Blue Oak Ranch","27.5","3","swab, toeclip",NA,"juvenile",37.37985,-121.74673,2353,717.2,"pond","west_pond","22_08",NA,"DSC0481-0484",22.4,8,NA,NA,95,41,NA,NA,0,NA,"305.5497932","361.33255",398.7384
"680",69,"IDR670",0,0,0,NA,"y","n",9,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","19","1.5","swab, toeclip","female","adult",37.37985,-121.74673,2353,717.2,"pond","west_pond","22_09",NA,"DSC0489-0490",22.4,8,NA,NA,95,41,NA,NA,0,NA,"0","0",0
"681",70,"IDR671",3.496349335,4.038685799,5.976896,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","42","9","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_25",NA,"DSC0499-0500",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"279.7079468","323.0948639",478.15168
"682",70,"IDR672",0.119930655,0.180298582,0.134667,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","51.5","14.5","swab, toeclip, culture",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_28",NA,"DSC0503",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"9.594452381","14.42388654",10.77336
"683",70,"IDR673",0,0,0,NA,"y","n",11,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","1","swab, toeclip",NA,"adult",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_29",NA,"DSC0510-0511",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"0","0",0
"684",70,"IDR674",0,0.024953393,0.089151,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","42","11","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_45",NA,"DSC0518-0520",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"0","1.996271461",7.13208
"685",70,"IDR675",1.686498046,2.201542854,2.977231,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","60","27","swab, toeclip","female","adult",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_48",NA,"DSC0532-0533",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"134.9198437","176.1234283",238.17848
"686",70,"IDR676",24.16031456,23.57966423,26.00478,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","140",">100","swab, toeclip, culture","male","adult",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","20_56",NA,"DSC0537-0538",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"1932.825165","1886.373138",2080.3824
"687",70,"IDR677",2.337195158,1.822056293,3.111561,NA,"y","n",11,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","17","1","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","21_01",NA,"DSC0542-0543",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"186.9756126","145.7645035",248.92488
"688",70,"IDR678",0,0,0.005669,NA,"y","n",11,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18","1","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","21_03",NA,"DSC0544-0545",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"0","0",0.45352
"689",70,"IDR679",0.370626092,0.388680369,0.488586,NA,"y","n",11,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","17","0.5","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","21_03",NA,"DSC0546-0547",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"29.65008736","31.09442949",39.08688
"690",70,"IDR680",0.10754887,0.180293173,0.327591,NA,"y","n",11,"September",2019,"Lithobates_catesbeianus","Blue Oak Ranch","51","13.5","swab, toeclip",NA,"juvenile",37.37931,-121.73188,1868,569.4,"pond","cabin_pond","21_25",NA,"DSC0548-0550",27.5,8.3,NA,NA,91,29,NA,NA,0,NA,"8.603909612","14.42345381",26.20728
"691",71,"IDR681",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","21","1","swab, toeclip",NA,"adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_23",NA,"DSC0551-0552",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"692",71,"IDR682",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","21","1","swab, toeclip",NA,"adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_27",NA,"DSC0558-0560",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"693",71,"IDR683",1.030804157,1.196581125,1.651988,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","19.5","1","swab, toeclip",NA,"adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_27",NA,"DSC0565-0567",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"82.46433258","95.72649002",132.15904
"694",71,"IDR684",0.965465188,1.196034431,1.153649,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","1","swab, toeclip",NA,"adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_28",NA,"DSC0572-0574",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"77.23721504","95.68275452",92.29192
"695",71,"IDR685",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","22","2","swab, toeclip","female","adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_31",NA,"DSC0580-0582",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"696",71,"IDR686",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18.5","1","swab, toeclip",NA,"juvenile",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_32",NA,"DSC0588-0590",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"697",71,"IDR687",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","0.5","swab, toeclip, culture",NA,"adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_35",NA,"DSC0593-0594",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"698",71,"IDR688",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","22.5","1","swab, toeclip","female","adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_42",NA,"DSC0595-0596",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"699",71,"IDR689",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","0.5","swab, toeclip","female","adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_50",NA,"DSC0597-0599",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"700",71,"IDR690",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20","1","swab, toeclip, culture","female","adult",37.39609,-121.73437,2447,745.8,"pond","ropeswing_pond","20_53",NA,"DSC0600-0601",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"701",71,"IDR691",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18","0.5","swab, toeclip",NA,"juvenile",37.39641,-121.73435,2471,753.2,"mudflat","ropeswing_pond","20_56",NA,"DSC0602-0604",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"702",71,"IDR692",0,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","18","0.5","swab, toeclip",NA,"juvenile",37.39641,-121.73435,2471,753.2,"mudflat","ropeswing_pond","20_56","grey spot on back","DSC0605-0608",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"0","0",0
"703",71,"IDR693",0.02335434,0,0,NA,"y","n",12,"September",2019,"Pseudacris_regilla","Blue Oak Ranch","20.5","1","swab, toeclip","female","adult",37.39641,-121.73435,2471,753.2,"mudflat","ropeswing_pond","21_00","grey spot on back","DSC0609-0611",32.6,12.3,NA,NA,71,19,NA,NA,0,NA,"1.868347228","0",0
"704",73,"IDR694",0,0,0,NA,"y","n",14,"September",2019,"Anaxyrus_boreas","Quail Ridge","27","3.5","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_11","missing skin on drink patch","DSC0616-0620",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"705",73,"IDR695",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","18","1","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_13",NA,"DSC0625-0627",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"706",73,"IDR696",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","18.5","1","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_15",NA,"DSC0635-0637",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"707",73,"IDR697",0,0,0,NA,"y","n",14,"September",2019,"Anaxyrus_boreas","Quail Ridge","20","1.5","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_17",NA,"DSC0640-0643",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"708",73,"IDR698",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","23","2","swab, toeclip","male","adult",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_20","very faint yellow on throat - possibly male?","DSC0645-06449",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"709",73,"IDR699",0,0,0.037951,NA,"y","n",14,"September",2019,"Anaxyrus_boreas","Quail Ridge","31.5","3.5","swab, toeclip, culture",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_21","grey drink patch, missing skin around mouth","DSC0653-0658",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",3.03608
"710",73,"IDR700",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","23","2.5","swab, toeclip, culture","female","adult",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_23",NA,"DSC0659-0660",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"711",73,"IDR701",0,0,0,NA,"y","n",14,"September",2019,"Anaxyrus_boreas","Quail Ridge","22.5","1.5","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_23","grey drink patch","DSC0661-0663",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"712",73,"IDR702",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","18.5","1","swab, toeclip",NA,"juvenile",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_26",NA,"DSC0664-0665",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"713",73,"IDR703",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","20","1","swab, toeclip",NA,"adult",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_28",NA,"DSC0666-0667",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"714",73,"IDR704",0,0,0,NA,"y","n",14,"September",2019,"Pseudacris_regilla","Quail Ridge","21","1","swab, toeclip",NA,"adult",38.47772,-122.14245,1096,334.1,"pond","shanes_pond","20_31",NA,"DSC0668-0669",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"715",74,"IDR705",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","30.5",NA,"swab, toeclip, culture",NA,"juvenile",38.50072,-122.10009,691,210.6,"stream","creek_trail_crossing","19_31","too windy for weights","DSC0672-0675",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"716",74,"IDR706",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","31.5",NA,"swab, toeclip, culture",NA,"juvenile",38.50093,-122.09964,689,210,"stream","creek_trail_crossing","19_36","too windy for weights","DSC0678-0681",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"717",74,"IDR707",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","27.5",NA,"swab, toeclip",NA,"juvenile",38.50093,-122.09964,689,210,"stream","creek_trail_crossing","19_38","too windy for weights","DSC0670-0671",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"718",74,"IDR708",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","30.5",NA,"swab, toeclip",NA,"juvenile",38.50107,-122.09953,631,192.3,"stream","creek_trail_crossing","19_53","too windy for weights","DSC0683-0685",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"719",74,"IDR709",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","29",NA,"swab, toeclip, culture",NA,"juvenile",38.50113,-122.09959,603,183.8,"stream","creek_trail_crossing","19_56","too windy for weights","DSC0699-0700",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
"720",74,"IDR710",0,0,0,NA,"y","n",15,"September",2019,"Rana_boylii","Stebbins","26.5",NA,"swab, toeclip, culture",NA,"juvenile",38.50113,-122.09959,603,183.8,"stream","creek_trail_crossing","19_57","too windy for weights","DSC0692-0696",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"0","0",0
